target,history,test_year,model,augmented,reference,n,MAE_improvement,RMSE_improvement,R2_improvement
operating_ratio_pct,short_2017_onward,2021,ridge,fiscal_plus_disaster,fiscal_only,103,-0.33828874916057927,-0.3290694796180933,-0.07199596424830323
operating_ratio_pct,short_2017_onward,2021,ridge,fiscal_plus_disaster,fiscal_plus_fire,103,-0.3431598216169638,-0.2996653799379789,-0.06567271858855661
operating_ratio_pct,short_2017_onward,2021,tree,fiscal_plus_fire,fiscal_only,103,0.0,0.0,-1.1102230246251565e-16
operating_ratio_pct,short_2017_onward,2021,tree,fiscal_plus_disaster,fiscal_only,103,0.0,0.0,0.0
operating_ratio_pct,short_2017_onward,2021,tree,fiscal_plus_disaster,fiscal_plus_fire,103,0.0,0.0,1.1102230246251565e-16
operating_ratio_pct,short_2017_onward,2022,ridge,fiscal_plus_fire,fiscal_only,101,-0.07188422589510246,-0.09664294430390896,-0.023112918693618978
operating_ratio_pct,short_2017_onward,2022,ridge,fiscal_plus_disaster,fiscal_only,101,-0.3317421908783391,-0.43882007327792394,-0.10663479574765788
operating_ratio_pct,short_2017_onward,2022,ridge,fiscal_plus_disaster,fiscal_plus_fire,101,-0.25985796498323666,-0.342177128974015,-0.0835218770540389
operating_ratio_pct,short_2017_onward,2022,tree,fiscal_plus_fire,fiscal_only,101,0.0,1.7763568394002505e-15,2.220446049250313e-16
operating_ratio_pct,short_2017_onward,2022,tree,fiscal_plus_disaster,fiscal_only,101,0.0,1.7763568394002505e-15,4.440892098500626e-16
operating_ratio_pct,short_2017_onward,2022,tree,fiscal_plus_disaster,fiscal_plus_fire,101,0.0,0.0,2.220446049250313e-16
