file,sha256,bytes
sources/lismore_oc_10052022_att_excluded_direct_ocr_p168.txt,657be49d69876b69a81645c34e4437ad44b0a50ce2ee782b0cadb716652f0075,1862
sources/lismore_oc_10052022_att_excluded_direct_ocr_p169.txt,274ba8b4be6d3f66bec84040d53e940cb5e2e1eb8b62a84971d133a5056f4aa2,2856
sources/lismore_oc_10052022_att_excluded_direct_ocr_p170.txt,f8dd597f6e75d9bc8474517e2a69b4d8da152ec88bf7793cc43df19953aea789,776
sources/lismore_oc_10052022_att_excluded_direct_ocr_p171.txt,69457ff741f56fffe365dcdac1cca2a85f0910f4df3d9f1637cc4cdee0635c10,2132
sources/lismore_oc_10052022_att_excluded_direct_ocr_p172.txt,67efcdd0991f86711a7a0734f8562ecab04b27ccb8eeefc704297a1e2778ed24,2206
sources/lismore_oc_10052022_att_excluded_direct_ocr_p173.txt,2f5bd4b2fe6185e0f87d6ba407bd59401e6e2a420b1b2999a02ed4ccd98a5a57,1292
sources/lismore_oc_10052022_att_excluded_direct_ocr_p174.txt,4779a25e9f561161cdcb598929fe2b021ed8545c0be07d082eef8e96a566a511,974
sources/lismore_oc_10052022_att_excluded_direct_ocr_p175.txt,0c07f887277a569caaa7de02679d85d42e3f465b53a74de2f113c2535d51e61e,1085
sources/lismore_oc_10052022_att_excluded_direct_ocr_p176.txt,68c7496224716f8f1015573dc21b2944de79a8fdf298d2b9eff0e56caca3c0d7,677
sources/lismore_oc_10052022_min.pdf,59bf8c20d0594dc92b44b017076d39560b25f16a93c1b1b187599196791467d4,298983
sources/lismore_oc_10052022_min.txt,52d998713bcf2241b808e94e676f9d06fddc9bae7e72cef2521c54d84fa06fd3,39383
sources/lismore_oc_22062021_agn_at_extra.pdf,ddaacad6e1e1e4af1d0146e06f615f5b9b9d28e7fe7c095e71f5ca5292f2ea0a,246169
sources/lismore_oc_22062021_agn_at_extra.txt,0af4eed099e1be2e366d4debe7fb210ca85f7488a5c3e86be90d9f72aeafce8a,9855
sources/lismore_oc_22062021_min_extra.pdf,b91da87d11d157f478473ea2a72c8196e2e6e084fac9e90241bb253922488e21,150678
sources/lismore_oc_22062021_min_extra.txt,f24bf8f3553e1eefd7ba496783f078d12c745637d7b6292a7c195bd0d3b8a374,5292
sources/lismore_portal.html,3dd96274e4431cc0c165f66f680b96dd5ee7dbb04fa57e55b9b3c4daae262e5b,70777
sources/lismore_portal.txt,3ec070531417b56172094e6b160200c48ff95f5443cc6bc350335fe23c873303,1800
sources/lismore_portal_links.json,53ca880b7624a2ad8dd888503d338affc0937fce2fc12f74ecdc49846662f13d,5819
sources/lismore_q3_p164_verified_page.png,48d495beea9bd775234dadc0648b931d14976b65d7ba5538f7320b20e19dd96c,676782
sources/lismore_q3_p165_verified_page.png,501b0e716a430065149fbfc542d3a7bfbb32db703ef696fdef4f03b0dfa1937b,475167
sources/lismore_q3_p166_verified_page.png,b10753b5fd17c8d74e0ae57be3b2499705bed7751e48e5e27929aeda73c735c4,461438
sources/lismoreq1capital_verified_page.png,582ac9d96b660cecb582e0e6846eb61725e033c3b4b8178afc704a850752e317,569392
sources/richmond_2022_index.html,9a7055495913b53e8411425ce465a5b390a6bcfb983ee8be27748f4590ee9025,281893
sources/richmond_2022_index.txt,b97b44568c625c367182fdda0081fbaf7e94edb27ca7354444b894d5c61fdd18,16444
sources/richmond_2022_index_links.json,00ec037e5e55c215d5fac9b8efae53e1c0ee960785665a97b7534564c93b5046,97608
sources/richmond_budgets_current.html,ee3644a967109f8aefdb8e0adce8fbff32d9436a7bbbf841038004c353967ab7,266241
sources/richmond_budgets_current.txt,d6fdf179d5e261148e740ea83e55215bff9513a38d37c58d3a0b5eaf3b87f857,17894
sources/richmond_budgets_current_links.json,192795c0482ea33e769fc41040de9dfc99fdeffa1fac7a909a7f776cee405885,98970
sources/richmond_delivery2022.pdf,153fdeea4e39192e2f5ea43bc7e3af26bec68f604234b63859957a8c1ccf1e0d,931915
