council,fy_end,actual_maintenance,required_maintenance,maintenance_ratio_raw,backlog_ratio,cash_cover,population_as_published,operating_ratio_raw,unrestricted_current_ratio,maintenance_ratio_recomputed,maintenance_zero_denominator,maintenance_scale_expected,maintenance_ratio_normalized,ratio_discrepancy
Temora,2021,3161000.0,2902000.0,108.92,3.28,9.14,6274,0.33,3.25,1.0892487939352171,False,100,1.0892,-4.87939352171729e-05
Tenterfield,2021,3824000.0,3823000.0,100.03,6.24,7.88,6470,1.12,2.25,1.000261574679571,False,100,1.0003,3.842532042885871e-05
Tweed,2021,25777000.0,26064000.0,98.9,1.53,23.08,98382,6.98,0.8,0.9889886433394721,False,100,0.9890000000000001,1.1356660527983564e-05
Upper Hunter,2021,9625000.0,8160000.0,117.95,1.32,9.93,14167,-11.54,2.0,1.1795343137254901,False,100,1.1795,-3.431372549012046e-05
Upper Lachlan,2021,10499000.0,8687000.0,120.86,8.51,13.48,8274,-8.64,2.3,1.208587544606884,False,100,1.2086,1.2455393116006519e-05
Uralla,2021,4155000.0,4369000.0,95.1,2.77,2.24,5944,-8.92,2.22,0.9510185397116044,False,100,0.951,-1.8539711604481646e-05
Wagga Wagga,2021,15292000.0,24321000.0,62.88,20.32,12.78,65770,-6.72,2.54,0.6287570412400806,False,100,0.6288,4.2958759919442535e-05
Walcha,2021,3108000.0,4762000.0,65.27,2.91,4.08,3105,-3.17,2.69,0.6526669466610667,False,100,0.6527,3.3053338933219933e-05
Walgett,2021,6959000.0,6113000.0,113.84,5.82,11.94,5828,-1.82,7.15,1.1383935874366105,False,100,1.1384,6.4125633896239265e-06
Warren,2021,4329000.0,3160000.0,136.99,0.84,10.17,2716,32.79,5.29,1.3699367088607595,False,100,1.3699000000000001,-3.6708860759349093e-05
Warrumbungle,2021,5105000.0,6282000.0,81.26,0.46,9.71,9209,0.43,4.3,0.8126392868513213,False,100,0.8126000000000001,-3.928685132115195e-05
Waverley,2021,21087000.0,20161000.0,104.59,1.09,12.4,74276,-3.43,5.53,1.0459302613957642,False,100,1.0459,-3.026139576411957e-05
Weddin,2021,1440000.0,1158000.0,124.35,0.58,16.75,3596,-0.25,5.9,1.2435233160621761,False,100,1.2435,-2.3316062176093055e-05
Wentworth,2021,2955000.0,3685000.0,80.19,5.03,20.14,7090,3.15,3.79,0.8018995929443691,False,100,0.8019,4.0705563086884666e-07
Willoughby,2021,10225000.0,9925000.0,103.02,1.31,21.58,81196,-1.26,3.85,1.0302267002518892,False,100,1.0302,-2.6700251889222315e-05
Wingecarribee,2021,19093000.0,15985000.0,119.44,1.67,22.41,51760,2.96,5.15,1.1944322802627463,False,100,1.1944,-3.2280262746375854e-05
Wollondilly,2021,12914000.0,15614000.0,92.16,7.85,11.63,54005,-7.04,1.44,0.8270782630972204,False,100,0.9216,0.09452173690277954
Wollongong,2021,67304000.0,72036000.0,93.43,3.36,5.78,219798,0.95,2.15,0.9343106224665445,False,100,0.9343,-1.0622466544485398e-05
Woollahra,2021,12609000.0,10941000.0,115.25,1.35,6.02,59431,-15.12,3.94,1.1524540718398684,False,100,1.1525,4.592816013171408e-05
Yass Valley,2021,4524000.0,4509000.0,100.33,1.23,4.16,17321,-1.35,3.36,1.0033266799733866,False,100,1.0033,-2.6679973386567468e-05
Albury,2022,30875000.0,29738000.0,103.82,2.53,21.5467,56036,-2.11,3.156,1.0382339094760913,False,100,1.0382,-3.390947609127615e-05
Armidale Regional,2022,25623000.0,24610000.0,104.12,11.7,18.9649,29332,8.04,2.266,1.041162129215766,False,100,1.0412000000000001,3.7870784234117494e-05
Ballina,2022,7741000.0,8175000.0,94.69,1.52,12.6676,46172,0.48,2.6347,0.9469113149847095,False,100,0.9469,-1.1314984709520637e-05
Balranald,2022,2258000.0,2435000.0,92.73,1.82,24.658,2207,11.99,7.1456,0.9273100616016428,False,100,0.9273,-1.006160164274128e-05
Bathurst Regional,2022,15454000.0,23470000.0,65.85,10.32,12.2047,43653,-20.8,1.1488,0.6584576054537707,False,100,0.6585,4.239454622922967e-05
Bayside,2022,26326000.0,26090000.0,100.9,1.67,36.7914,176061,5.62,3.9735,1.009045611345343,False,100,1.0090000000000001,-4.561134534286637e-05
Bega Valley,2022,19190000.0,21120000.0,90.86,2.19,12.2588,35761,11.77,2.1328,0.9086174242424242,False,100,0.9086,-1.742424242423546e-05
Bellingen,2022,3639000.0,4313000.0,84.37,7.04,9.9948,13197,8.77,2.5806,0.8437282633897519,False,100,0.8437,-2.826338975192577e-05
Berrigan,2022,5455000.0,5131000.0,106.31,0.0,11.2855,8612,-2.0,3.9414,1.0631455856558176,False,100,1.0631,-4.558565581769258e-05
Blacktown,2022,78475000.0,79685000.0,98.48,2.06,27.0758,399711,-2.94,2.7905,0.9848152098889377,False,100,0.9848,-1.520988893766173e-05
Bland,2022,5270000.0,3385000.0,155.69,7.37,46.2705,5542,17.02,49.5063,1.5568685376661744,False,100,1.5569,3.146233382556041e-05
Blayney,2022,4104000.0,3509000.0,116.96,3.28,15.9722,7508,-0.86,4.6704,1.1695639783414078,False,100,1.1696,3.6021658592177985e-05
Blue Mountains,2022,27539000.0,28086000.0,98.05,2.44,6.3134,78360,5.15,2.0861,0.9805241045360678,False,100,0.9804999999999999,-2.4104536067826032e-05
Bogan,2022,6531000.0,4267000.0,153.06,1.72,8.9928,2481,7.79,2.5403,1.5305835481603,False,100,1.5306,1.645183969989361e-05
Bourke,2022,6371000.0,4547000.0,140.11,1.72,17.446,2417,0.14,4.7908,1.4011436111722015,False,100,1.4011000000000002,-4.3611172201307724e-05
Brewarrina,2022,2659000.0,2414000.0,110.15,1.27,26.0829,1488,6.74,9.9645,1.1014913007456504,False,100,1.1015000000000001,8.699254349764374e-06
Broken Hill,2022,8485000.0,6018000.0,140.99,4.42,7.4385,17661,1.77,3.1285,1.4099368560983716,False,100,1.4099000000000002,-3.685609837145165e-05
Burwood,2022,7502000.0,7788000.0,96.33,6.15,3.534,40397,-7.22,2.2935,0.963276836158192,False,100,0.9632999999999999,2.316384180789388e-05
Byron,2022,23665000.0,30136000.0,78.53,7.99,8.888,36077,-5.41,3.5191,0.7852734271303424,False,100,0.7853,2.6572869657570664e-05
Cabonne,2022,6344000.0,6711000.0,94.53,14.51,3.3589,13760,-10.44,7.3379,0.9453136641335121,False,100,0.9453,-1.3664133512114596e-05
Camden,2022,18111000.0,17810000.0,101.69,0.77,25.5589,119951,-9.66,2.9965,1.0169006176305446,False,100,1.0169,-6.176305447080921e-07
Campbelltown,2022,12109000.0,12485000.0,96.99,1.38,12.5131,177689,6.09,1.7061,0.9698838606327593,False,100,0.9699,1.6139367240652902e-05
Canada Bay,2022,16488000.0,16880000.0,97.68,2.38,16.4373,89667,0.34,2.9905,0.9767772511848342,False,100,0.9768000000000001,2.274881516595162e-05
Canterbury-Bankstown,2022,38890000.0,45466000.0,85.54,2.22,16.214,372322,-0.81,3.029,0.8553644481590639,False,100,0.8554,3.555184093617658e-05
Carrathool,2022,6700000.0,4324000.0,154.95,0.23,17.6636,2871,23.98,10.5759,1.5494912118408881,False,100,1.5494999999999999,8.788159111761118e-06
Central Coast,2022,58026000.0,104787000.0,55.38,2.55,7.0197,348379,7.73,1.8011,0.5537518967047439,False,100,0.5538000000000001,4.8103295256174405e-05
Central Darling,2022,6993000.0,4318000.0,161.95,19.49,7.5772,1760,7.01,3.1209,1.6194997684113015,False,100,1.6195,2.3158869844053243e-07
Cessnock,2022,18054000.0,15349000.0,117.62,3.64,10.2282,64082,3.42,3.7404,1.1762329793471888,False,100,1.1762000000000001,-3.297934718871076e-05
Clarence Valley,2022,18197000.0,29206000.0,62.31,30.69,16.5571,54180,0.15,4.979,0.6230569061151818,False,100,0.6231,4.3093884818157235e-05
Cobar,2022,7273000.0,6456000.0,112.65,1.92,8.4666,4098,-1.17,4.6763,1.126548946716233,False,100,1.1265,-4.89467162330115e-05
Coffs Harbour,2022,26095000.0,27321000.0,95.51,1.14,9.4738,78738,2.52,6.5024,0.9551260934812049,False,100,0.9551000000000001,-2.609348120485855e-05
Coolamon,2022,3737000.0,3416000.0,109.4,0.0,25.2972,4401,8.53,14.9749,1.0939695550351287,False,100,1.094,3.044496487136783e-05
Coonamble,2022,2921000.0,2752000.0,106.14,3.78,24.2064,3834,13.33,7.0875,1.0614098837209303,False,100,1.0614,-9.883720930359274e-06
Cootamundra-Gundagai Regional,2022,6664000.0,0.0,0.0,3.46,8.4957,11387,-4.98,6.4672,,True,100,0.0,
Cowra,2022,10273000.0,10806000.0,95.07,0.54,13.652,12753,6.5,4.1572,0.950675550620026,False,100,0.9506999999999999,2.4449379973923158e-05
Cumberland,2022,25864000.0,25990000.0,99.52,4.86,8.5242,236996,3.18,2.872,0.9951519815313582,False,100,0.9952,4.801846864177506e-05
Dubbo Regional,2022,68145000.0,67695000.0,100.66,22.93,20.1982,55518,-0.86,4.332,1.0066474628849988,False,100,1.0066,-4.746288499890561e-05
Dungog,2022,3138000.0,4347000.0,72.19,8.92,15.0435,9525,-23.44,2.245,0.7218771566597654,False,100,0.7219,2.2843340234612874e-05
Edward River,2022,5868000.0,6113000.0,95.99,1.87,27.9652,8437,10.97,5.5377,0.9599214788156388,False,100,0.9599,-2.1478815638853455e-05
Eurobodalla,2022,26746000.0,27714000.0,96.51,9.32,16.1836,40453,6.14,3.6345,0.9650718048639677,False,100,0.9651000000000001,2.819513603236068e-05
Fairfield,2022,29487000.0,37087000.0,79.51,1.73,6.4708,209030,7.26,2.0146,0.795076441879904,False,100,0.7951,2.3558120096023316e-05
Federation,2022,7895000.0,6355000.0,124.23,20.67,19.6967,12821,-0.03,2.8769,1.2423288749016523,False,100,1.2423,-2.887490165237594e-05
Forbes,2022,6295000.0,9404000.0,66.94,1.51,2.805,9383,-9.85,1.8272,0.6693960017014037,False,100,0.6694,3.998298596319394e-06
Georges River,2022,21189000.0,25573000.0,82.86,1.44,15.6005,152703,-1.8,3.1277,0.8285691940718727,False,100,0.8286,3.080592812731986e-05
Gilgandra,2022,5534000.0,5244000.0,105.53,2.22,11.1377,4319,6.18,3.2775,1.055301296720061,False,100,1.0553,-1.296720061105816e-06
Glen Innes Severn,2022,5164000.0,3364000.0,153.51,12.79,11.9695,8922,1.23,1.3011,1.5350772889417361,False,100,1.5351,2.2711058263791273e-05
Goulburn Mulwaree,2022,14504000.0,15022000.0,96.55,2.11,22.2727,32138,6.16,2.6866,0.9655172413793104,False,100,0.9655,-1.724137931036207e-05
Greater Hume,2022,8516000.0,6134000.0,138.83,0.25,10.5928,11105,-0.41,4.952,1.388327355722204,False,100,1.3883,-2.7355722203914468e-05
Griffith,2022,7191000.0,7156000.0,100.49,1.33,15.3818,27182,5.35,2.1857,1.0048910005589715,False,100,1.0049,8.99944102839001e-06
Gunnedah,2022,9382000.0,9906000.0,94.71,1.35,27.1688,13085,9.1,3.6214,0.9471027660004038,False,100,0.9470999999999999,-2.766000403831015e-06
Gwydir,2022,8938000.0,8938000.0,100.0,0.66,1.5134,4911,-15.15,1.1528,1.0,False,100,1.0,0.0
Hawkesbury,2022,25611000.0,22220000.0,115.26,1.89,12.0034,67581,10.52,2.1228,1.1526102610261026,False,100,1.1526,-1.0261026102575954e-05
Hay,2022,1951000.0,2215000.0,88.08,0.74,17.1096,2883,12.89,2.6661,0.8808126410835214,False,100,0.8808,-1.2641083521391927e-05
Hills,2022,37995000.0,21687000.0,175.2,0.0,35.7855,192509,7.07,2.5374,1.7519712270023517,False,100,1.7519999999999998,2.8772997648029985e-05
Hilltops,2022,10522000.0,8581000.0,122.62,2.78,11.796,19216,5.24,1.5609,1.2261974128889406,False,100,1.2262,2.587111059382252e-06
Hornsby,2022,5888000.0,7375000.0,79.84,1.47,21.57,152225,-1.89,6.4012,0.7983728813559322,False,100,0.7984,2.7118644067791742e-05
Hunters Hill,2022,2835000.0,1844000.0,153.74,7.26,18.4664,13591,-12.99,2.2421,1.5374186550976139,False,100,1.5374,-1.8655097613784477e-05
Inner West,2022,42583000.0,42282000.0,100.71,1.39,12.1327,183772,-3.4,3.8524,1.0071188685492645,False,100,1.0070999999999999,-1.886854926458348e-05
Inverell,2022,11780000.0,10517000.0,112.01,0.89,23.1548,17919,5.42,6.6251,1.1200912807834933,False,100,1.1201,8.719216506802852e-06
Junee,2022,2717000.0,2666000.0,101.91,5.9,4.7297,6450,9.3,2.58,1.0191297824456114,False,100,1.0191,-2.9782445611470365e-05
Kempsey,2022,16311000.0,16901000.0,96.51,8.56,13.2377,30816,1.08,3.18,0.9650908230282231,False,100,0.9651000000000001,9.176971776936327e-06
Kiama,2022,5420000.0,54200000.0,100.0,2.0,8.62,22961,-13.7,0.79,0.1,False,100,1.0,0.9
Ku-ring-gai,2022,17456000.0,18320000.0,95.28,2.99,16.0224,124659,4.9,2.8119,0.9528384279475982,False,100,0.9528,-3.842794759822965e-05
Kyogle,2022,5175000.0,5084000.0,101.79,11.87,19.199,9344,28.9,14.7007,1.0178992918961447,False,100,1.0179,7.081038553291563e-07
Lachlan,2022,8394000.0,7185000.0,116.83,2.86,28.5632,6149,11.13,5.519,1.168267223382046,False,100,1.1683,3.2776617953977905e-05
Lake Macquarie,2022,43783000.0,50093000.0,87.4,1.81,12.9205,213967,1.96,5.9047,0.8740342962090512,False,100,0.8740000000000001,-3.429620905104347e-05
Lane Cove,2022,3770000.0,3104000.0,121.46,1.96,40.2949,39601,4.76,4.6275,1.214561855670103,False,100,1.2146,3.8144329896905305e-05
Leeton,2022,5499000.0,5425000.0,101.36,15.83,19.5675,11481,0.12,4.27,1.0136405529953918,False,100,1.0136,-4.055299539174051e-05
Lismore,2022,10368000.0,12931000.0,80.18,15.02,14.1387,44344,0.88,2.3778,0.8017941381177016,False,100,0.8018000000000001,5.861882298452414e-06
Lithgow,2022,6704000.0,9960000.0,67.31,1.64,9.5617,20854,4.91,2.473,0.6730923694779116,False,100,0.6731,7.630522088408753e-06
Liverpool,2022,26543000.0,28086000.0,94.51,2.17,19.6819,234373,-1.93,2.3019,0.945061596524959,False,100,0.9451,3.84034750410267e-05
Liverpool Plains,2022,5095000.0,6123000.0,83.21,2.49,12.6937,7608,-19.42,8.0945,0.8321084435734117,False,100,0.8321,-8.443573411787142e-06
Lockhart,2022,2063000.0,2005000.0,102.89,0.0,12.8853,3328,2.64,8.75,1.028927680798005,False,100,1.0289,-2.768079800508083e-05
Maitland,2022,16855000.0,12976000.0,129.89,12.02,21.2896,90553,3.2,3.662,1.2989364981504317,False,100,1.2989,-3.649815043171856e-05
Mid-Coast,2022,45219000.0,39655000.0,114.03,2.98,12.8515,96425,4.2,2.804,1.1403101752616316,False,100,1.1403,-1.0175261631495403e-05
Mid-Western Regional,2022,13277000.0,13261000.0,100.12,3.94,22.065,25704,10.19,5.9762,1.0012065455093884,False,100,1.0012,-6.545509388278248e-06
Moree Plains,2022,10960000.0,11004000.0,99.6,1.56,8.1886,12961,-6.37,3.7361,0.9960014540167212,False,100,0.996,-1.454016721247342e-06
Mosman,2022,6440000.0,5557000.0,115.89,0.37,7.5948,28461,4.19,2.0162,1.1588986863415511,False,100,1.1589,1.313658448909294e-06
Murray River,2022,7829000.0,7962000.0,98.33,3.8,13.4427,12780,-31.18,2.8717,0.9832956543582014,False,100,0.9833,4.345641798519928e-06
Murrumbidgee,2022,2931000.0,2804000.0,104.53,0.0,26.6378,3564,1.63,6.7045,1.0452924393723253,False,100,1.0453000000000001,7.560627674818576e-06
Muswellbrook,2022,6116000.0,11450000.0,53.41,2.13,9.6512,16463,8.34,1.9808,0.5341484716157205,False,100,0.5341,-4.84716157205245e-05
Nambucca Valley,2022,8709000.0,6104000.0,142.68,1.22,19.1264,20375,0.74,1.9781,1.4267693315858454,False,100,1.4268,3.066841415466648e-05
Narrabri,2022,7791000.0,7258000.0,107.0,12.0,11.6,12809,4.7,3.92,1.0734362083218518,False,100,1.07,-0.0034362083218517636
Narrandera,2022,4919000.0,2579000.0,190.73,14.68,18.3974,5731,0.28,5.989,1.9073284218689415,False,100,1.9073,-2.8421868941475026e-05
Narromine,2022,9596000.0,14120000.0,67.96,1.8,2.8779,6448,-6.42,4.592,0.6796033994334277,False,100,0.6796,-3.3994334277531735e-06
Newcastle,2022,29353000.0,23670000.0,124.01,3.73,6.0499,169317,-0.64,1.9496,1.2400929446556823,False,100,1.2401,7.0553443176635255e-06
North Sydney,2022,7686000.0,8666000.0,88.69,3.83,15.3947,69460,4.15,2.7054,0.8869143780290791,False,100,0.8869,-1.4378029079109567e-05
Northern Beaches,2022,43023000.0,42788000.0,100.55,1.53,5.5875,264481,4.53,1.8996,1.0054921940731045,False,100,1.0055,7.805926895532167e-06
Oberon,2022,3661000.0,2642000.0,138.57,8.28,17.516,5564,-7.62,3.317,1.3856926570779713,False,100,1.3857,7.3429220286413965e-06
Orange,2022,8356000.0,9639000.0,86.69,3.69,27.773,43736,6.52,3.1446,0.8668949061105924,False,100,0.8669,5.093889407614682e-06
Parkes,2022,7598000.0,5071000.0,149.83,1.98,8.9184,14453,8.67,2.6516,1.4983238020114376,False,100,1.4983000000000002,-2.3802011437368265e-05
Parramatta,2022,63152000.0,65728000.0,96.08,0.67,20.235,258315,1.78,4.3369,0.9608081791626095,False,100,0.9608,-8.179162609533996e-06
Penrith,2022,14896000.0,24468000.0,60.88,3.85,10.24,219149,-1.3,1.5861,0.6087951610266471,False,100,0.6088,4.838973352905285e-06
Port Macquarie-Hastings,2022,24242000.0,26221000.0,92.45,2.37,37.9154,86585,14.47,1.6446,0.92452614316769,False,100,0.9245,-2.614316769000702e-05
Port Stephens,2022,16565000.0,17055000.0,97.13,1.67,6.7872,75282,3.21,2.5955,0.9712694224567575,False,100,0.9712999999999999,3.057754324242712e-05
Queanbeyan-Palerang Regional,2022,19749000.0,15960000.0,123.74,0.83,9.3114,63364,-1.74,1.1384,1.237406015037594,False,100,1.2374,-6.0150375940093426e-06
Randwick,2022,12666000.0,7071000.0,179.13,0.49,1.1523,135275,5.57,3.9686,1.7912600763682647,False,100,1.7913,3.992363173521696e-05
Richmond Valley,2022,9335000.0,5751000.0,162.32,6.01,11.4019,23589,-2.8,2.9774,1.6231959659189705,False,100,1.6232,4.034081029447023e-06
Ryde,2022,17901000.0,17617000.0,101.61,1.72,11.4874,129773,4.36,5.8575,1.016120792416416,False,100,1.0161,-2.0792416415948978e-05
Shellharbour,2022,17304000.0,16731000.0,103.42,0.97,12.1101,76443,16.64,2.4693,1.0342478034785727,False,100,1.0342,-4.78034785726944e-05
Shoalhaven,2022,53207000.0,59333000.0,89.68,4.22,6.2384,108497,-4.72,1.2743,0.8967522289451064,False,100,0.8968,4.7771054893619436e-05
Singleton,2022,12869000.0,13271000.0,96.97,1.91,12.5301,24719,-0.69,3.8241,0.9697083867078592,False,100,0.9697,-8.386707859187048e-06
Snowy Monaro Regional,2022,15315000.0,26643000.0,57.48,10.92,15.8341,21659,-0.34,1.7231,0.574822655106407,False,100,0.5748,-2.2655106406976877e-05
Snowy Valleys,2022,13123000.0,13123000.0,100.0,0.19,10.4633,14901,-3.88,1.7914,1.0,False,100,1.0,0.0
Strathfield,2022,3054000.0,2422000.0,126.09,4.21,13.3677,45930,-8.02,2.9664,1.2609413707679604,False,100,1.2609000000000001,-4.137076796029149e-05
Sutherland,2022,33294000.0,31834000.0,104.59,0.92,12.9313,230903,2.44,4.0601,1.0458629138656783,False,100,1.0459,3.7086134321739905e-05
Sydney,2022,72446000.0,74506000.0,97.24,2.0,12.4801,214851,-4.84,4.1695,0.9723512200359703,False,100,0.9723999999999999,4.8779964029632694e-05
Tamworth Regional,2022,27042000.0,30815000.0,87.76,0.39,18.7671,63652,0.37,2.4775,0.8775596300503001,False,100,0.8776,4.0369949699914365e-05
Temora,2022,3570000.0,3065000.0,116.48,2.74,10.3404,6012,4.38,4.8986,1.1647634584013051,False,100,1.1648,3.654159869492801e-05
Tenterfield,2022,6984000.0,6984000.0,100.0,5.15,22.8656,6798,12.76,1.9508,1.0,False,100,1.0,0.0
Tweed,2022,26308000.0,28831000.0,91.25,3.95,25.1087,97151,5.3,1.0198,0.9124900280947591,False,100,0.9125,9.971905240879764e-06
Upper Hunter,2022,11079000.0,9777000.0,113.32,1.94,9.7586,14254,-20.21,1.4548,1.1331696839521326,False,100,1.1332,3.0316047867406937e-05
Upper Lachlan,2022,11505000.0,7117000.0,161.66,3.89,13.2723,8491,-4.58,2.8764,1.6165519179429535,False,100,1.6166,4.8082057046539006e-05
Uralla,2022,4758000.0,5214000.0,91.25,2.34,11.8321,5993,-3.0,8.9436,0.9125431530494822,False,100,0.9125,-4.31530494822141e-05
Wagga Wagga,2022,19701000.0,22589000.0,87.22,18.97,12.8419,67860,-4.67,2.1237,0.8721501615830715,False,100,0.8722,4.983841692851598e-05
Walcha,2022,3278000.0,4762000.0,68.84,2.63,9.1758,3018,1.69,4.3549,0.6883662326753465,False,100,0.6884,3.376732465354415e-05
Walgett,2022,12544000.0,8487000.0,147.8,5.06,14.6372,5590,0.0,5.4813,1.478025215034759,False,100,1.4780000000000002,-2.5215034758829802e-05
Warren,2022,5472000.0,3610000.0,151.58,2.29,11.3783,2586,27.11,5.8745,1.5157894736842106,False,100,1.5158,1.0526315789460838e-05
Warrumbungle,2022,5495000.0,6253000.0,87.88,1.53,1.541,9254,6.11,5.9548,0.8787781864704942,False,100,0.8787999999999999,2.1813529505698703e-05
Waverley,2022,19660000.0,20197000.0,97.34,1.61,8.8896,69388,-2.58,5.4214,0.9734118928553745,False,100,0.9734,-1.1892855374506794e-05
Weddin,2022,1620000.0,1317000.0,123.01,0.57,13.4564,3589,-7.05,3.3741,1.2300683371298406,False,100,1.2301,3.1662870159321344e-05
Wentworth,2022,3538000.0,3570000.0,99.1,10.5,20.9505,7487,8.66,4.7409,0.9910364145658264,False,100,0.991,-3.641456582637037e-05
Willoughby,2022,10269000.0,9970000.0,103.0,0.58,21.9966,76034,-2.42,2.8972,1.0299899699097292,False,100,1.03,1.0030090270785053e-05
Wingecarribee,2022,31919000.0,27509000.0,116.03,1.72,23.7587,52456,-1.82,4.3438,1.160311170889527,False,100,1.1603,-1.1170889526956884e-05
Wollondilly,2022,10917000.0,15709000.0,69.5,7.8,9.0777,54176,-8.95,1.2102,0.694951938379273,False,100,0.695,4.8061620726902454e-05
Wollongong,2022,44408000.0,57245000.0,77.58,2.62,4.9588,214657,4.89,2.4826,0.7757533409031356,False,100,0.7757999999999999,4.665909686429881e-05
Woollahra,2022,12745000.0,12794000.0,99.62,1.15,11.0529,53891,-4.58,3.4935,0.996170079724871,False,100,0.9962000000000001,2.992027512904727e-05
Yass Valley,2022,2931000.0,3756000.0,78.04,2.33,16.4061,17234,3.76,2.3858,0.7803514376996805,False,100,0.7804000000000001,4.856230031957676e-05
Albury,2023,33167000.0,31169000.0,106.41,2.57,22.0165,56666,-6.05,2.4328,1.0641021527800059,False,100,1.0641,-2.1527800058152025e-06
Armidale Regional,2023,23971000.0,25583000.0,93.7,19.04,16.2517,29360,7.85,3.8897,0.9369894070281046,False,100,0.937,1.059297189542896e-05
Ballina,2023,9782000.0,9325000.0,104.9,1.4,11.5415,46850,2.61,2.6055,1.0490080428954422,False,100,1.0490000000000002,-8.042895442095244e-06
Balranald,2023,3953000.0,2129000.0,185.67,2.81,26.0338,2210,20.61,12.4906,1.8567402536402067,False,100,1.8566999999999998,-4.0253640206877606e-05
Bathurst Regional,2023,20981000.0,18137000.0,115.68,9.22,9.2174,44112,-19.94,0.9561,1.1568065280917461,False,100,1.1568,-6.528091746060838e-06
Bayside,2023,27360000.0,28803000.0,94.99,2.41,37.5261,177945,8.91,4.3394,0.9499010519737527,False,100,0.9499,-1.0519737527747708e-06
Bega Valley,2023,12844000.0,11018000.0,116.57,2.08,2.4228,35988,6.3,2.8096,1.1657288074060628,False,100,1.1657,-2.8807406062814067e-05
Bellingen,2023,4048000.0,6771000.0,59.78,8.16,17.8243,13262,10.7,2.7704,0.597843745384729,False,100,0.5978,-4.374538472895484e-05
Berrigan,2023,6018000.0,5259000.0,114.43,0.0,23.0087,8653,-5.9,5.2154,1.1443240159726185,False,100,1.1443,-2.401597261836308e-05
Blacktown,2023,98663000.0,100793000.0,97.89,2.26,23.0518,410897,-3.05,2.6366,0.9788675800898872,False,100,0.9789,3.241991011282419e-05
Bland,2023,6240000.0,3386000.0,184.29,5.47,50.8183,5494,2.27,6.7333,1.8428824571766096,False,100,1.8429,1.7542823390392925e-05
Blayney,2023,4321000.0,4120000.0,104.88,5.52,22.6453,7591,4.51,5.675,1.0487864077669904,False,100,1.0488,1.3592233009562804e-05
Blue Mountains,2023,55867000.0,56698000.0,98.53,3.19,3.6492,77913,-5.7,1.6599,0.985343398356203,False,100,0.9853000000000001,-4.339835620292831e-05
Bogan,2023,9061000.0,4295000.0,210.97,1.57,10.1517,2454,15.37,2.6923,2.109662398137369,False,100,2.1097,3.760186263113141e-05
Bourke,2023,7149000.0,6853000.0,104.32,3.08,19.6268,2348,16.82,5.3236,1.043192762293886,False,100,1.0432,7.23770611399388e-06
Brewarrina,2023,1493000.0,1493000.0,100.0,4.6,14.0354,1431,17.93,7.7044,1.0,False,100,1.0,0.0
Broken Hill,2023,5120000.0,7177000.0,71.34,2.0,12.1986,17569,10.72,3.1616,0.7133899958199805,False,100,0.7134,1.0004180019507203e-05
Burwood,2023,8826000.0,7030000.0,125.55,4.12,4.01,40832,-4.26,1.9127,1.2554765291607397,False,100,1.2555,2.3470839260353316e-05
Byron,2023,20309000.0,31832000.0,63.8,8.66,8.026,36510,4.37,2.5219,0.6380057803468208,False,100,0.638,-5.780346820749571e-06
Cabonne,2023,3505000.0,7254000.0,48.32,25.78,9.3581,13844,-4.54,7.7372,0.4831816928591122,False,100,0.4832,1.8307140887796614e-05
Camden,2023,21726000.0,19592000.0,110.89,1.17,25.9112,127806,-7.63,2.8125,1.1089220089832585,False,100,1.1089,-2.2008983258547943e-05
Campbelltown,2023,15312000.0,11735000.0,130.48,1.05,14.0965,180365,8.92,2.6847,1.3048146570089476,False,100,1.3048,-1.465700894764943e-05
Canada Bay,2023,18348000.0,18453000.0,99.43,2.35,13.0029,89210,-1.52,4.1449,0.9943098683140953,False,100,0.9943000000000001,-9.868314095218267e-06
Canterbury-Bankstown,2023,53701000.0,50891000.0,105.52,3.77,16.2563,372066,-2.2,3.4972,1.0552160499891925,False,100,1.0552,-1.604998919257916e-05
Carrathool,2023,6643000.0,6112000.0,108.69,0.21,25.9483,2829,26.35,10.5896,1.0868782722513088,False,100,1.0869,2.172774869113603e-05
Central Coast,2023,71338000.0,109910000.0,64.91,2.29,8.339,349173,6.19,2.6257,0.6490583204439996,False,100,0.6491,4.167955600042905e-05
Central Darling,2023,9765000.0,5185000.0,188.33,19.32,4.8913,1749,15.4,2.939,1.8833172613307618,False,100,1.8833000000000002,-1.7261330761630944e-05
Cessnock,2023,19091000.0,16314000.0,117.02,3.08,10.4903,65878,-18.55,2.9791,1.1702218953046464,False,100,1.1702,-2.1895304646468716e-05
Clarence Valley,2023,23143000.0,32032000.0,72.25,32.63,13.7217,54662,-5.64,3.632,0.7224962537462537,False,100,0.7225,3.7462537463284207e-06
Cobar,2023,8640000.0,7830000.0,110.34,1.1,11.9681,4046,0.7,2.9341,1.103448275862069,False,100,1.1034,-4.82758620690138e-05
Coffs Harbour,2023,28681000.0,30803000.0,93.11,2.19,12.3486,79725,13.42,9.1814,0.9311106061097945,False,100,0.9311,-1.0606109794419893e-05
Coolamon,2023,4431000.0,3521000.0,125.84,0.0,20.053,4465,17.33,10.6571,1.2584493041749503,False,100,1.2584,-4.930417495030426e-05
Coonamble,2023,4303000.0,2669000.0,161.22,3.25,20.006,3825,13.87,6.2078,1.612214312476583,False,100,1.6122,-1.4312476583011602e-05
